name,latitude,longitude,date
Vanessa atalanta,37.384379,-121.739301,2016-04-18
Vanessa atalanta,34.017411,-118.287681,2016-04-17
Vanessa atalanta,37.472003,-122.282562,2016-04-20
Vanessa atalanta,34.017577,-118.287734,2016-04-20
Vanessa atalanta,34.017066,-118.288337,2016-04-21
Vanessa atalanta,34.0838,-118.2366,2016-04-15
Vanessa atalanta,33.809535,-118.087185,2016-04-15
Vanessa atalanta,37.719987,-122.415337,2016-04-15
Vanessa atalanta,37.904623,-122.057912,2016-04-23
Vanessa atalanta,38.273137,-121.823913,2016-04-24
Vanessa atalanta,49.239615,-123.135546,2016-04-24
Vanessa atalanta,34.017588,-118.28845,2016-04-26
Vanessa atalanta,37.147099,-122.193848,2016-04-26
Vanessa atalanta,37.870059,-122.083582,2016-04-15
Vanessa atalanta,47.409822,-122.159364,2016-04-20
Vanessa atalanta,37.679388,-122.407029,2016-04-28
Vanessa atalanta,46.183477,-123.828926,2016-04-27
Vanessa atalanta,32.006597,-102.085964,2018-08-24
Vanessa atalanta,25.626095,-100.221165,2018-08-25
Vanessa atalanta,37.679352,-122.406973,2018-08-29
Vanessa atalanta,37.842402,-122.345647,2018-08-29
Vanessa atalanta,48.938076,-101.412437,2018-08-30
Vanessa atalanta,43.623224,-103.438166,2016-09-08
Vanessa atalanta,33.968243,-118.33796,2016-09-10
Vanessa atalanta,37.621285,-105.556905,2016-09-09
Vanessa atalanta,30.152764,-103.286836,2007-06-17
Vanessa atalanta,47.84952,-122.044911,2016-09-12
Vanessa atalanta,47.811944,-122.385056,2016-09-13
Vanessa atalanta,38.022894,-122.799537,2016-09-13
Vanessa atalanta,37.787358,-122.475084,2016-09-14
Vanessa atalanta,37.791252,-122.458232,2016-09-14
Vanessa atalanta,37.997861,-122.76155,2016-09-16
Vanessa atalanta,37.997813,-122.76134,2016-09-16
Vanessa atalanta,37.997745,-122.761377,2016-09-16
Vanessa atalanta,37.768172,-122.410872,2016-09-19
Vanessa atalanta,38.040478,-122.796646,2016-09-09
Vanessa atalanta,37.774495,-122.488517,2016-09-17
Vanessa atalanta,25.613253,-100.290405,2016-09-21
Vanessa atalanta,49.501555,-117.274394,2018-09-01
Vanessa atalanta,47.586917,-122.315055,2018-09-01
Vanessa atalanta,37.079472,-121.365364,2017-10-04
Vanessa atalanta,25.261732,-100.9908,2012-05-19
Vanessa atalanta,37.741559,-122.443185,2018-08-25
Vanessa atalanta,37.733137,-122.435832,2018-09-03
Vanessa atalanta,37.732806,-122.43768,2018-09-04
Vanessa atalanta,39.714319,-104.861105,2012-04-30
Vanessa atalanta,37.683053,-122.430004,2015-12-29
Vanessa atalanta,37.683833,-122.430287,2015-12-29
Vanessa atalanta,37.684025,-122.43009,2015-12-29
Vanessa atalanta,46.152956,-123.864867,2015-05-14
Vanessa atalanta,38.672603,-120.769116,2016-01-18
Vanessa atalanta,37.373833,-122.284812,2016-01-20
Vanessa atalanta,46.792,-116.747,1974-08-08
Vanessa atalanta,43.876,-112.469,1977-06-30
Vanessa atalanta,46.77,-116.642,1978-08-18
Vanessa atalanta,42.32,-111.618,1977-08-13
Vanessa atalanta,46.77,-116.642,1978-09-02
Vanessa atalanta,46.8,-116.9,1978-08-05
Vanessa atalanta,46.792,-116.747,1973-08-08
Vanessa atalanta,46.784,-116.17,1981-09-05
Vanessa atalanta,46.963,-116.311,1978-09-02
Vanessa atalanta,46.968,-116.297,1977-07-27
Vanessa atalanta,46.77,-116.642,1977-09-05
Vanessa atalanta,46.77,-116.642,1975-08-21
Vanessa atalanta,42.112,-112.096,1977-08-11
Vanessa atalanta,42.112,-112.095,1979-07-21
Vanessa atalanta,46.802,-116.384,1981-09-05
Vanessa atalanta,44.333,-113.1,1977-08-15
Vanessa atalanta,42.715,-111.764,1976-07-16
Vanessa atalanta,47.869,-119.09,1986-07-22
Vanessa atalanta,46.164,-116.73,1980-08-23
Vanessa atalanta,46.77,-116.642,1978-09-18
Vanessa atalanta,46.618,-116.647,1977-09-11
Vanessa atalanta,46.114,-117.216,1978-09-01
Vanessa atalanta,46.963,-116.311,1978-08-18
Vanessa atalanta,48.334,-116.983,1986-07-14
Vanessa atalanta,46.424,-117.201,1975-08-20
Vanessa atalanta,46.77,-116.642,1974-08-11
Vanessa atalanta,46.45,-116.816,1975-08-12
Vanessa atalanta,42.335,-113.567,1977-08-10
Vanessa atalanta,45.419,-116.164,1979-05-24
Vanessa atalanta,46.45,-116.816,1976-08-02
Vanessa atalanta,45.383,-113.866,1999-05-13
Vanessa atalanta,47.474,-115.927,1914-06-23
Vanessa atalanta,47.474,-115.927,1946-07-30
Vanessa atalanta,47.474,-115.927,1930-08-15
Vanessa atalanta,42.617,-114.117,1953-07-26
Vanessa atalanta,46.733,-116.999,2010-09-02
Vanessa atalanta,47.474,-115.927,1916-06-07
Vanessa atalanta,46.733,-116.999,2010-09-23
Vanessa atalanta,47.476,-116.604,NA
Vanessa atalanta,46.324,-117.971,1971-09-05
Vanessa atalanta,46.733,-116.999,1997-05-09
Vanessa atalanta,47.474,-115.927,1926-07-02
Vanessa atalanta,45.46,-116.55,1990-09-09
Vanessa atalanta,46.324,-117.971,1956-08-05
Vanessa atalanta,38.490805,-121.802781,2015-04-25
Vanessa atalanta,37.736012,-122.395255,2015-06-16
Vanessa atalanta,32.602022,-116.820342,2016-02-28
Vanessa atalanta,38.152951,-122.582729,2016-02-14
Vanessa atalanta,29.654305,-100.0578,2016-03-08
Vanessa atalanta,33.567255,-101.80252,2018-10-20
Vanessa atalanta,33.555315,-101.865398,2018-10-19
Vanessa atalanta,30.573977,-100.642504,2018-10-21
Vanessa atalanta,34.473057,-117.840842,2018-10-24
Vanessa atalanta,31.990296,-102.162371,2018-10-25
Vanessa atalanta,32.889531,-105.529881,2015-06-15
Vanessa atalanta,32.312316,-106.778337,1979-08-12
Vanessa atalanta,32.425646,-106.596665,1977-06-11
Vanessa atalanta,32.789814,-105.820814,1979-06-17
Vanessa atalanta,32.312316,-106.778337,1961-08-19
Vanessa atalanta,32.312316,-106.778337,1983-05-13
Vanessa atalanta,32.000947,-106.599311,1964-08-04
Vanessa atalanta,32.557763,-106.762,2005-04-23
Vanessa atalanta,33.627214,-100.827048,2018-10-25
Vanessa atalanta,31.497209,-100.425803,2018-10-27
Vanessa atalanta,25.643827,-100.327561,2018-10-27
Vanessa atalanta,37.77327,-122.426872,2018-10-30
Vanessa atalanta,26.542365,-100.547994,2018-10-31
Vanessa atalanta,37.681302,-122.407536,2016-08-12
Vanessa atalanta,37.46495,-122.429725,2016-08-13
Vanessa atalanta,45.276375,-111.326095,2016-08-14
Vanessa atalanta,34.085128,-118.494437,2016-08-18
Vanessa atalanta,25.596182,-100.336889,2016-08-22
Vanessa atalanta,25.598286,-100.342849,2016-08-22
Vanessa atalanta,48.100819,-122.705562,2016-05-02
Vanessa atalanta,37.678284,-122.407072,2016-08-24
Vanessa atalanta,37.699034,-123.00293,2010-08-22
Vanessa atalanta,45.673057,-122.576436,2016-07-16
Vanessa atalanta,37.768561,-122.469996,2016-08-28
Vanessa atalanta,41.228023,-101.66825300000001,2016-07-31
Vanessa atalanta,45.528857,-122.439976,2016-08-29
Vanessa atalanta,45.565731,-122.302456,2016-07-24
Vanessa atalanta,37.766919,-122.467692,2016-08-29
Vanessa atalanta,37.766697,-122.467805,2016-08-29
Vanessa atalanta,34.033284,-118.060976,2016-08-31
Vanessa atalanta,37.764599,-122.460014,2016-09-04
Vanessa atalanta,37.77709,-122.510623,2016-09-04
Vanessa atalanta,37.777628,-122.510117,2016-09-04
Vanessa atalanta,36.55019,-121.907215,2015-03-24
Vanessa atalanta,34.116149,-118.755507,2016-04-03
Vanessa atalanta,37.723245,-122.424497,2016-04-16
Vanessa atalanta,37.7233,-122.424995,2016-04-16
Vanessa atalanta,38.575412,-109.576787,2016-04-20
Vanessa atalanta,34.212659,-118.171992,2016-04-20
Vanessa atalanta,34.073798,-118.259811,2016-04-16
Vanessa atalanta,38.27073,-121.823893,2016-04-24
Vanessa atalanta,34.017456,-118.287728,2016-05-13
Vanessa atalanta,46.122607,-123.876947,2016-05-17
Vanessa atalanta,34.017472,-118.28772,2016-05-13
Vanessa atalanta,37.338208,-121.886329,2016-05-28
Vanessa atalanta,38.732458,-121.24596,2016-05-28
Vanessa atalanta,38.516362,-122.860535,2016-05-30
Vanessa atalanta,37.553442,-122.091478,2016-05-22
Vanessa atalanta,37.314871,-122.064001,2016-06-01
Vanessa atalanta,42.416938,-103.756347,2016-06-02
Vanessa atalanta,37.76163,-122.437438,2016-06-02
Vanessa atalanta,32.78833,-105.82,1970-06-16
Vanessa atalanta,32.74444,-105.37167,1975-04-02
Vanessa atalanta,32.95083,-105.825,1970-06-29
Vanessa atalanta,32.78833,-105.82,1976-07-03
Vanessa atalanta,32.95,-105.83,1977-06-11
Vanessa atalanta,33.40111,-105.88444,1976-04-03
Vanessa atalanta,32.85028,-105.61278,1975-07-30
Vanessa atalanta,32.78833,-105.82,1975-09-15
Vanessa atalanta,32.78833,-105.82,1976-07-07
Vanessa atalanta,32.78833,-105.82,1970-06-10
Vanessa atalanta,32.78833,-105.82,1970-09-01
Vanessa atalanta,32.78833,-105.82,1972-06-27
Vanessa atalanta,32.78833,-105.82,1977-06-17
Vanessa atalanta,32.78833,-105.82,1970-07-07
Vanessa atalanta,32.78833,-105.82,1976-06-25
Vanessa atalanta,32.78833,-105.82,1975-08-07
Vanessa atalanta,32.78833,-105.82,1970-06-26
Vanessa atalanta,37.6391,-120.9969,1955-08-12
Vanessa atalanta,37.6391,-120.9969,1956-07-27
Vanessa atalanta,37.768922,-122.458817,2017-07-14
Vanessa atalanta,48.665158,-113.61434,2017-07-08
Vanessa atalanta,37.455155,-122.388662,2017-07-15
Vanessa atalanta,37.168878,-122.357582,2017-07-16
Vanessa atalanta,47.752862,-117.414439,2017-07-16
Vanessa atalanta,46.024746,-123.369329,2017-07-16
Vanessa atalanta,33.850752,-118.40722,2017-07-16
Vanessa atalanta,46.023133,-123.455351,2017-07-17
Vanessa atalanta,44.514333,-124.042415,2017-07-17
Vanessa atalanta,47.952383,-122.146039,2017-07-18
Vanessa atalanta,37.43673,-122.365016,2017-07-19
Vanessa atalanta,34.076473,-118.205641,2017-07-19
Vanessa atalanta,36.320778,-105.753555,2001-05-08
Vanessa atalanta,37.772178,-122.430258,2016-08-06
Vanessa atalanta,47.715818,-122.195167,2016-08-06
Vanessa atalanta,37.990282,-122.297215,2016-08-07
Vanessa atalanta,46.72911,-116.977197,2016-08-07
Vanessa atalanta,36.472546,-121.186849,2016-08-06
Vanessa atalanta,37.768672,-122.4715,2016-08-07
Vanessa atalanta,37.768808,-122.471619,2016-08-07
Vanessa atalanta,37.744895,-122.373995,2016-08-08
Vanessa atalanta,33.993408,-118.47744,2016-08-10
Vanessa atalanta,48.755132,-122.473353,1957-09-04
Vanessa atalanta,33.810835,-118.313333,2018-11-10
Vanessa atalanta,25.608079,-100.355631,2018-11-11
Vanessa atalanta,33.776213,-118.162164,2018-11-11
Vanessa atalanta,33.564938,-101.807617,2018-11-14
Vanessa atalanta,31.705552,-110.87692,2017-10-09
Vanessa atalanta,34.957608,-118.601008,2017-10-07
Vanessa atalanta,38.46508,-123.00939,2017-10-12
Vanessa atalanta,37.311859,-118.128369,2017-10-07
Vanessa atalanta,38.46336,-123.00998,2017-10-12
Vanessa atalanta,37.899738,-118.349962,2017-10-08
Vanessa atalanta,37.768636,-122.468417,2017-10-14
Vanessa atalanta,33.998312,-111.477242,2017-10-04
Vanessa atalanta,31.367804,-100.524328,2017-10-16
Vanessa atalanta,50.423556,-104.586257,2017-06-10
Vanessa atalanta,37.538038,-122.3161,2017-10-21
Vanessa atalanta,37.677721,-122.407886,2017-10-23
Vanessa atalanta,50.704111,-100.001444,2012-07-21
Vanessa atalanta,32.279498,-111.021637,2017-10-26
Vanessa atalanta,37.877147,-119.377657,1941-05-21
Vanessa atalanta,37.213544,-119.59668,1700-01-01
Vanessa atalanta,34.01729,-118.287767,2014-05-08
Vanessa atalanta,30.895383,-102.901628,2014-05-02
Vanessa atalanta,37.455102,-122.378683,2014-05-25
Vanessa atalanta,37.732991,-122.419909,2014-05-26
Vanessa atalanta,37.734947,-122.42217,2014-05-28
Vanessa atalanta,43.751335,-101.930369,2014-06-04
Vanessa atalanta,37.166531,-122.360406,2014-06-08
Vanessa atalanta,34.013878,-118.482066,2014-04-20
Vanessa atalanta,37.84096,-122.273277,2018-11-20
Vanessa atalanta,31.964907,-102.121731,2018-11-23
Vanessa atalanta,38.127279,-122.540647,2018-11-25
Vanessa atalanta,46.921352,-103.463494,2015-06-25
Vanessa atalanta,31.964441,-102.117526,2018-11-28
Vanessa atalanta,34.335752,-118.533491,2016-02-19
Vanessa atalanta,37.88799,-122.224532,2016-02-21
Vanessa atalanta,37.766892,-122.442787,2016-02-21
Vanessa atalanta,37.766964,-122.44275,2016-02-21
Vanessa atalanta,37.627003,-122.150285,2016-02-24
Vanessa atalanta,37.791138,-122.458245,2016-02-27
Vanessa atalanta,50.454245,-104.64896,2017-07-15
Vanessa atalanta,37.769495,-122.467187,2017-07-21
Vanessa atalanta,40.578047,-105.183082,2017-06-16
Vanessa atalanta,36.916612,-121.980874,2017-07-12
Vanessa atalanta,40.484108,-105.23689,2017-06-18
Vanessa atalanta,34.039129,-109.468557,2017-07-16
Vanessa atalanta,37.374149,-122.119374,2019-02-07
Vanessa atalanta,33.825345,-118.34458,2019-02-09
Vanessa atalanta,33.977032,-118.220189,2019-02-09
Vanessa atalanta,44.610957,-122.840243,2015-05-01
Vanessa atalanta,34.128239,-118.165558,2019-02-07
Vanessa atalanta,37.772392,-122.451181,2019-02-11
Vanessa atalanta,49.237378,-122.796958,2016-05-07
Vanessa atalanta,49.237299,-122.797853,2016-05-07
Vanessa atalanta,37.936914,-122.560903,2019-01-25
Vanessa atalanta,33.80312,-118.09536,2019-02-16
Vanessa atalanta,32.242321,-111.166824,2019-02-17
Vanessa atalanta,33.793611,-111.789444,2019-02-16
Vanessa atalanta,37.405938,-121.955503,2016-03-01
Vanessa atalanta,49.349514,-122.60608,2016-06-04
Vanessa atalanta,49.305031,-123.003688,2016-06-30
Vanessa atalanta,37.302163,-120.482968,2016-05-10
Vanessa atalanta,37.896382,-122.305819,2018-11-30
Vanessa atalanta,34.128342,-118.060692,2018-12-01
Vanessa atalanta,37.958295,-122.360943,2018-12-02
Vanessa atalanta,34.129736,-118.209038,2018-12-03
Vanessa atalanta,37.769556,-122.488274,2018-12-07
Vanessa atalanta,37.414562,-122.069375,2018-12-08
Vanessa atalanta,33.935898,-118.233002,2019-02-01
Vanessa atalanta,37.762408,-122.437713,2019-02-05
Vanessa atalanta,33.734122,-118.006752,2019-01-28
Vanessa atalanta,37.697547,-122.43473,2017-09-30
Vanessa atalanta,49.05,-119.05,NA
Vanessa atalanta,39.7251,-104.9977,1981-06-01
Vanessa atalanta,37.76628,-122.46595,2015-08-13
Vanessa atalanta,39.941111,-104.752072,2015-08-21
Vanessa atalanta,42.073748,-113.690796,2015-08-15
Vanessa atalanta,37.788196,-122.468127,2015-09-05
Vanessa atalanta,37.777567,-122.39651,2015-09-06
Vanessa atalanta,37.784156,-122.473087,2015-09-10
Vanessa atalanta,36.043599,-111.825859,2015-09-11
Vanessa atalanta,33.887026,-117.883166,2015-02-15
Vanessa atalanta,37.52337,-122.514247,2015-09-24
Vanessa atalanta,37.76713,-122.467562,2015-09-27
Vanessa atalanta,36.045515,-112.142504,2015-09-27
Vanessa atalanta,36.058861,-112.109961,2015-09-27
Vanessa atalanta,20.387387,-100.072838,2015-10-03
Vanessa atalanta,38.057049,-121.364115,2015-10-08
Vanessa atalanta,37.920765,-122.690637,2015-06-04
Vanessa atalanta,34.18861,-118.352776,2015-06-06
Vanessa atalanta,34.027259,-116.301677,2011-10-09
Vanessa atalanta,37.760725,-122.458519,2015-06-07
Vanessa atalanta,37.185438,-122.339403,2015-06-08
Vanessa atalanta,37.611613,-120.935622,2015-06-10
Vanessa atalanta,37.768917,-122.465758,2015-06-12
Vanessa atalanta,37.1861,-122.339413,2015-06-14
Vanessa atalanta,37.800467,-122.451952,2015-06-16
Vanessa atalanta,37.180347,-122.351527,2015-06-17
Vanessa atalanta,37.185393,-122.34761,2015-06-19
Vanessa atalanta,37.842631,-122.194906,2015-06-20
Vanessa atalanta,37.766884,-122.466079,2015-06-23
Vanessa atalanta,26.552206,-100.572089,2015-04-19
Vanessa atalanta,37.412143,-122.307242,2015-06-06
Vanessa atalanta,33.900825,-118.314641,2015-06-08
Vanessa atalanta,37.736058,-122.395355,2015-06-16
Vanessa atalanta,37.766029,-122.441218,2015-06-21
Vanessa atalanta,37.765738,-122.440816,2015-06-27
Vanessa atalanta,37.76573,-122.500176,2015-06-27
Vanessa atalanta,37.761722,-122.43647,2015-07-01
Vanessa atalanta,25.549921,-100.270468,2015-07-03
Vanessa atalanta,45.437161,-123.042413,2015-07-03
Vanessa atalanta,32.731223,-117.147723,2019-04-26
Vanessa atalanta,35.087941,-106.678177,2019-04-26
Vanessa atalanta,33.797854,-118.292399,2019-04-26
Vanessa atalanta,34.765907,-111.895775,2019-04-26
Vanessa atalanta,33.710989,-118.285289,2019-04-26
Vanessa atalanta,37.871906,-122.258563,2019-04-26
Vanessa atalanta,39.740398,-105.075187,2019-04-23
Vanessa atalanta,37.799962,-122.257447,2019-04-27
Vanessa atalanta,40.012907,-105.301376,2019-04-27
Vanessa atalanta,40.013149,-105.298497,2019-04-27
Vanessa atalanta,34.956152,-101.669759,2019-04-26
Vanessa atalanta,38.538581,-121.747111,2019-04-28
Vanessa atalanta,39.975801,-105.113946,2019-04-28
Vanessa atalanta,37.714953,-122.462802,2019-04-28
Vanessa atalanta,36.81842,-121.733551,2019-04-28
Vanessa atalanta,32.366766,-110.70427,2019-04-27
Vanessa atalanta,38.715125,-104.722705,2019-04-28
Vanessa atalanta,32.373478,-110.69233,2019-04-28
Vanessa atalanta,37.918101,-122.692629,2016-08-24
Vanessa atalanta,34.242822,-117.897163,2019-04-28
Vanessa atalanta,33.345581,-112.070578,2019-03-05
Vanessa atalanta,25.591828,-100.275445,2019-04-27
Vanessa atalanta,33.312032,-112.023672,2005-04-14
Vanessa atalanta,34.121052,-118.40905,2019-04-29
Vanessa atalanta,34.028863,-118.0552,2019-04-29
Vanessa atalanta,34.10389,-118.242311,2019-02-12
Vanessa atalanta,31.86934,-116.613929,2019-04-28
Vanessa atalanta,38.71522,-104.722751,2019-04-28
Vanessa atalanta,38.713431,-104.720326,2019-04-28
Vanessa atalanta,37.3723,-122.082457,2018-03-29
Vanessa atalanta,37.411961,-122.102325,2018-04-08
Vanessa atalanta,28.632404,-100.126391,2018-04-08
Vanessa atalanta,37.531558,-121.824216,2018-04-07
Vanessa atalanta,33.987449,-118.078051,2015-04-28
Vanessa atalanta,37.174801,-121.794404,2018-04-09
Vanessa atalanta,37.765036,-122.401251,2018-04-09
Vanessa atalanta,38.655072,-121.206355,2018-04-09
Vanessa atalanta,37.077778,-121.458614,2018-04-07
Vanessa atalanta,37.447543,-122.399368,2018-04-10
Vanessa atalanta,29.464158,-100.969819,2018-04-05
Vanessa atalanta,25.771528,-100.321006,2018-04-11
Vanessa atalanta,37.221751,-121.849437,2018-04-11
Vanessa atalanta,37.685862,-120.901897,2018-04-12
Vanessa atalanta,33.879021,-117.992032,2018-04-12
Vanessa atalanta,31.468472,-100.501046,2018-04-04
Vanessa atalanta,36.787041,-121.416184,2018-04-08
Vanessa atalanta,37.772367,-122.395326,2018-04-13
Vanessa atalanta,37.173835,-121.859676,2018-04-13
Vanessa atalanta,32.839209,-117.045608,2018-04-14
Vanessa atalanta,39.170808,-121.80712,2018-04-14
Vanessa atalanta,37.996587,-122.50795,2018-04-14
Vanessa atalanta,29.719822,-100.809998,2018-04-07
Vanessa atalanta,37.935342,-121.925797,2018-04-15
Vanessa atalanta,25.795657,-100.238866,2018-03-10
Vanessa atalanta,38.363057,-121.939112,2018-04-13
Vanessa atalanta,37.186082999999996,-121.832119,2018-04-14
Vanessa atalanta,31.165095,-100.49029,2018-04-16
Vanessa atalanta,39.300414,-123.752513,2018-04-16
Vanessa atalanta,25.670803,-100.305892,2019-02-23
Vanessa atalanta,34.03317,-118.314042,2019-02-27
Vanessa atalanta,33.783611,-111.829167,2019-03-01
Vanessa atalanta,35.739102,-106.419638,2009-03-22
Vanessa atalanta,34.190873,-118.991862,2005-03-17
Vanessa atalanta,33.554553,-111.876044,2019-03-06
Vanessa atalanta,34.412534,-119.847305,1978-06-08
Vanessa atalanta,34.420616,-119.796752,2016-05-21
Vanessa atalanta,34.409807,-119.861274,2017-05-13
Vanessa atalanta,34.499476,-120.077838,1970-05-01
Vanessa atalanta,25.78853,-100.348185,2019-03-02
Vanessa atalanta,36.07217,-118.24008,2016-06-20
Vanessa atalanta,38.531492,-121.758859,2018-03-08
Vanessa atalanta,38.99007,-114.228378,2018-06-13
Vanessa atalanta,40.171827,-105.215727,2017-06-20
Vanessa atalanta,37.777643,-122.499067,2018-08-17
Vanessa atalanta,38.911633,-123.011048,2018-08-17
Vanessa atalanta,37.76609,-122.464592,2018-07-22
Vanessa atalanta,41.748897,-102.433214,2009-06-12
Vanessa atalanta,35.8154,-106.360517,1979-07-01
Vanessa atalanta,37.743669,-122.409398,2014-11-22
Vanessa atalanta,37.813852,-122.16615,2013-04-11
Vanessa atalanta,37.802392,-122.138513,2012-11-26
Vanessa atalanta,37.813852,-122.16615,2013-04-20
Vanessa atalanta,39.730662,-121.844525,2014-12-01
Vanessa atalanta,37.162719,-122.278854,2014-12-13
Vanessa atalanta,37.5283,-122.453087,2014-12-14
Vanessa atalanta,37.806513,-122.258645,2014-12-18
Vanessa atalanta,37.80641,-122.258731,2014-12-18
Vanessa atalanta,37.789649,-122.136683,2014-12-22
Vanessa atalanta,37.19987,-122.012128,2014-12-22
Vanessa atalanta,37.793879,-122.449842,2014-12-23
Vanessa atalanta,36.797155,-121.687725,2014-12-29
Vanessa atalanta,37.755238,-122.443437,2015-01-07
Vanessa atalanta,23.299,-106.44343,2014-09-07
Vanessa atalanta,37.769675,-122.465988,2015-01-13
Vanessa atalanta,37.801937,-122.477728,2015-01-14
Vanessa atalanta,33.710473,-118.284571,2015-01-25
Vanessa atalanta,37.759155,-122.411135,2014-06-26
Vanessa atalanta,38.04211,-121.350947,2015-02-11
Vanessa atalanta,37.328172,-121.891603,2015-02-12
Vanessa atalanta,53.91,-106.07,2010-08-14
Vanessa atalanta,39.303715,-123.774312,2018-03-16
Vanessa atalanta,39.37136,-123.773953,2018-04-01
Vanessa atalanta,35.042189,-118.662322,2018-04-01
Vanessa atalanta,36.481842,-121.180108,2018-04-19
Vanessa atalanta,37.769421,-122.486214,2018-06-17
Vanessa atalanta,37.396735,-121.799873,2018-06-17
Vanessa atalanta,38.575551,-121.472463,2018-06-19
Vanessa atalanta,38.87518,-104.873559,2018-06-16
Vanessa atalanta,45.353079,-122.466644,2015-07-23
Vanessa atalanta,35.279159,-120.874187,2018-06-21
Vanessa atalanta,32.554358,-117.084795,2018-06-22
Vanessa atalanta,32.551123,-117.085293,2018-06-22
Vanessa atalanta,37.930042,-122.682999,2018-06-23
Vanessa atalanta,34.207782,-117.405889,2018-06-24
Vanessa atalanta,40.047613,-105.144373,2018-06-24
Vanessa atalanta,32.554293,-117.085853,2018-06-15
Vanessa atalanta,34.137111,-118.325883,2018-06-25
Vanessa atalanta,30.59906,-103.929462,2018-06-20
Vanessa atalanta,37.966608,-122.748607,2018-06-26
Vanessa atalanta,38.109425,-122.898195,2018-06-28
Vanessa atalanta,38.575789,-121.788586,2017-11-18
Vanessa atalanta,36.832507,-121.765131,2018-06-28
Vanessa atalanta,37.66177,-122.591699,2018-06-30
Vanessa atalanta,40.878903,-124.060272,2018-06-11
Vanessa atalanta,34.257455,-103.348163,2012-07-13
Vanessa atalanta,34.003001,-118.472885,2018-07-04
Vanessa atalanta,39.943496,-105.281512,2018-07-04
Vanessa atalanta,39.197003,-121.176605,2018-07-06
Vanessa atalanta,34.291484,-117.840418,2018-07-04
Vanessa atalanta,37.6601,-107.8115,2001-05-20
Vanessa atalanta,39.9307,-105.3357,1998-04-24
Vanessa atalanta,40.577789,-105.182416,2016-07-02
Vanessa atalanta,33.898481,-117.507292,2017-03-29
Vanessa atalanta,37.762583,-122.45565,2017-04-14
Vanessa atalanta,33.52643,-101.996171,2017-03-31
Vanessa atalanta,37.45143,-122.391845,2017-04-14
Vanessa atalanta,34.45612,-119.653339,2017-03-27
Vanessa atalanta,37.76162,-122.473883,2017-03-21
Vanessa atalanta,37.45113,-122.394004,2017-04-14
Vanessa atalanta,38.764395,-120.98411,2017-04-15
Vanessa atalanta,34.273177,-118.391676,2017-04-15
Vanessa atalanta,38.04698,-122.870822,2017-04-15
Vanessa atalanta,34.1825,-118.097482,2017-04-14
Vanessa atalanta,34.182437,-118.097467,2017-04-14
Vanessa atalanta,37.864326,-122.24247,2017-04-15
Vanessa atalanta,33.997682,-118.249883,2017-04-16
Vanessa atalanta,34.231495,-118.28901,2017-04-15
Vanessa atalanta,29.743755,-100.573869,2017-04-13
Vanessa atalanta,34.03345,-118.3154,2017-04-17
Vanessa atalanta,34.003038,-118.472756,2017-04-18
Vanessa atalanta,34.09433,-118.364953,2017-04-18
Vanessa atalanta,37.788303,-122.478937,2017-04-18
Vanessa atalanta,34.148575,-118.576728,2017-04-18
Vanessa atalanta,37.778147,-122.452736,2017-04-18
Vanessa atalanta,38.454721,-122.703668,2017-04-18
Vanessa atalanta,37.764655,-122.409408,2017-04-18
Vanessa atalanta,37.888044,-121.922321,2017-04-15
Vanessa atalanta,25.547688,-100.270722,2017-04-19
Vanessa atalanta,25.407403,-100.130783,2017-04-06
Vanessa atalanta,37.679661,-122.40785,2017-04-20
Vanessa atalanta,37.816587,-122.176792,2017-04-19
Vanessa atalanta,32.751728,-117.059607,2017-04-20
Vanessa atalanta,37.808078,-122.253012,2017-04-20
Vanessa atalanta,34.12795,-118.11426,2017-02-04
Vanessa atalanta,37.78793,-122.467767,2017-04-21
Vanessa atalanta,25.43657,-100.110641,2017-04-22
Vanessa atalanta,32.751088,-117.229087,2017-03-28
Vanessa atalanta,34.039934,-117.481329,2017-04-23
Vanessa atalanta,33.937595,-118.112285,2017-04-24
Vanessa atalanta,34.030181,-118.047698,2017-04-25
Vanessa atalanta,34.03207,-118.0466,2017-04-25
Vanessa atalanta,34.033486,-118.314758,2017-04-25
Vanessa atalanta,33.957131,-118.160122,2017-03-24
Vanessa atalanta,31.365243,-100.523427,2016-08-27
Vanessa atalanta,38.458839,-122.551415,2017-04-28
Vanessa atalanta,38.459098,-122.574702,2017-04-28
Vanessa atalanta,37.439529,-121.959778,2017-04-29
Vanessa atalanta,33.883349,-107.514181,2010-07-05
Vanessa atalanta,33.879913,-117.833253,2017-04-30
Vanessa atalanta,32.791171,-117.077351,2017-04-30
Vanessa atalanta,34.978355,-101.677508,2017-04-24
Vanessa atalanta,33.770978,-111.66549,2017-05-01
Vanessa atalanta,32.832411,-116.77708,2017-04-02
Vanessa atalanta,37.447153,-122.399583,2017-05-03
Vanessa atalanta,33.555643,-101.86617,2017-05-03
Vanessa atalanta,49.242983,-122.936215,2016-06-16
Vanessa atalanta,38.051083,-122.688345,2016-06-18
Vanessa atalanta,46.024729,-123.368706,2016-06-18
Vanessa atalanta,45.843544,-122.793121,2016-06-19
Vanessa atalanta,37.277519,-122.151414,2016-06-18
Vanessa atalanta,37.685828,-122.405761,2016-06-21
Vanessa atalanta,25.282924,-100.945601,2010-11-05
Vanessa atalanta,37.930502,-122.680935,2016-06-21
Vanessa atalanta,37.931205,-122.680622,2016-06-21
